InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice
C644335,10045,SEASONAL ITEM 45,-8,2024-05-11 16:00:00,20.64,104602,Netherlands,-165.12
C644335,10080,SEASONAL ITEM 80,-14,2024-05-11 16:00:00,42.73,104602,Netherlands,-598.2199999999999
C644335,10107,TOYS ITEM 107,-1,2024-05-11 16:00:00,58.69,104602,Netherlands,-58.69
C594002,10075,HOME DECOR ITEM 75,-13,2024-05-11 18:00:00,37.52,103025,Spain,-487.76000000000005
C594002,10063,KITCHENWARE ITEM 63,-12,2024-05-11 18:00:00,50.18,103025,Spain,-602.16
C594002,10059,SEASONAL ITEM 59,-5,2024-05-11 18:00:00,95.03,103025,Spain,-475.15
C594002,10039,LIGHTING ITEM 39,-12,2024-05-11 18:00:00,13.93,103025,Spain,-167.16
C594002,10065,HOME DECOR ITEM 65,-7,2024-05-11 18:00:00,18.38,103025,Spain,-128.66
C576425,10033,LIGHTING ITEM 33,-8,2024-05-12 08:00:00,0.0,102441,Switzerland,-0.0
C576425,10068,LIGHTING ITEM 68,-13,2024-05-12 08:00:00,20.58,102441,Switzerland,-267.53999999999996
C576425,10019,TOYS ITEM 19,-5,2024-05-12 08:00:00,13.85,102441,Switzerland,-69.25
C585654,10050,KITCHENWARE ITEM 50,-5,2024-05-12 08:00:00,57.04,102735,Australia,-285.2
C585654,10083,LIGHTING ITEM 83,-11,2024-05-12 08:00:00,53.72,102735,Australia,-590.92
C507692,10083,LIGHTING ITEM 83,-7,2024-05-12 10:00:00,53.72,100252,Ireland,-376.03999999999996
C507692,10051,SEASONAL ITEM 51,-6,2024-05-12 10:00:00,92.03,100252,Ireland,-552.1800000000001
C562792,10021,STATIONERY ITEM 21,-13,2024-05-12 11:00:00,89.85,102008,Portugal,-1168.05
C504431,10069,GIFTS ITEM 69,-5,2024-05-12 14:00:00,27.5,100134,France,-137.5
C504431,10048,TOYS ITEM 48,-2,2024-05-12 14:00:00,39.27,100134,France,-78.54
C504431,10029,SEASONAL ITEM 29,-1,2024-05-12 14:00:00,13.81,100134,France,-13.81
C501268,10099,BAGS ITEM 99,-13,2024-05-12 17:00:00,6.76,100039,Germany,-87.88
C537827,10068,LIGHTING ITEM 68,-2,2024-05-12 17:00:00,20.58,101208,United Kingdom,-41.16
C656024,10016,KITCHENWARE ITEM 16,-4,2024-05-12 17:00:00,50.53,104953,Ireland,-202.12
C656024,10030,SEASONAL ITEM 30,-3,2024-05-12 17:00:00,3.75,104953,Ireland,-11.25
C537827,10014,TOYS ITEM 14,-8,2024-05-12 17:00:00,9.02,101208,United Kingdom,-72.16
C537827,10051,SEASONAL ITEM 51,-6,2024-05-12 17:00:00,92.03,101208,United Kingdom,-552.1800000000001
C537827,10102,GIFTS ITEM 102,-1,2024-05-12 17:00:00,47.47,101208,United Kingdom,-47.47
C538996,10045,SEASONAL ITEM 45,-1,2024-05-12 18:00:00,20.64,101243,United Kingdom,-20.64
C538996,10062,TOYS ITEM 62,-8,2024-05-12 18:00:00,66.06,101243,United Kingdom,-528.48
C538996,10085,SEASONAL ITEM 85,-12,2024-05-12 18:00:00,53.14,101243,United Kingdom,-637.6800000000001
C607107,10064,LIGHTING ITEM 64,-10,2024-05-13 09:00:00,42.93,103439,Spain,-429.3
C607107,10024,GIFTS ITEM 24,-1,2024-05-13 09:00:00,80.63,103439,Spain,-80.63
C557133,10067,KITCHENWARE ITEM 67,-5,2024-05-13 10:00:00,36.0,101821,Sweden,-180.0
C557133,10085,SEASONAL ITEM 85,-4,2024-05-13 10:00:00,53.14,101821,Sweden,-212.56
C554326,10003,LIGHTING ITEM 3,-4,2024-05-13 11:00:00,14.14,101738,Spain,-56.56
C554326,10047,HOME DECOR ITEM 47,-4,2024-05-13 11:00:00,65.32,101738,Spain,-261.28
C554326,10092,TOYS ITEM 92,-13,2024-05-13 11:00:00,55.51,101738,Spain,-721.63
C554326,10034,BAGS ITEM 34,-13,2024-05-13 11:00:00,35.13,101738,Spain,-456.69000000000005
C554326,10042,BAGS ITEM 42,-7,2024-05-13 11:00:00,39.61,101738,Spain,-277.27
C509725,10021,STATIONERY ITEM 21,-8,2024-05-13 13:00:00,89.85,100315,Netherlands,-718.8
C509725,10079,KITCHENWARE ITEM 79,-5,2024-05-13 13:00:00,64.98,100315,Netherlands,-324.90000000000003
C562371,10052,LIGHTING ITEM 52,-7,2024-05-13 15:00:00,17.95,101994,United Kingdom,-125.64999999999999
C562371,10017,BAGS ITEM 17,-11,2024-05-13 15:00:00,66.17,101994,United Kingdom,-727.87
C562371,10022,STATIONERY ITEM 22,-10,2024-05-13 15:00:00,52.19,101994,United Kingdom,-521.9
C562371,10116,SEASONAL ITEM 116,-12,2024-05-13 15:00:00,88.87,101994,United Kingdom,-1066.44
C569741,10118,TOYS ITEM 118,-12,2024-05-14 11:00:00,76.88,102234,United Kingdom,-922.56
C583596,10065,HOME DECOR ITEM 65,-9,2024-05-14 12:00:00,18.38,102685,United Kingdom,-165.42
C583596,10074,TOYS ITEM 74,-13,2024-05-14 12:00:00,70.91,102685,United Kingdom,-921.8299999999999
C533691,10023,STATIONERY ITEM 23,-5,2024-05-14 12:00:00,12.4,101091,United Kingdom,-62.0
C600326,10055,LIGHTING ITEM 55,-11,2024-05-14 13:00:00,40.68,103231,France,-447.48
C600326,10011,BAGS ITEM 11,-5,2024-05-14 13:00:00,28.01,103231,France,-140.05
C600326,10044,BAGS ITEM 44,-2,2024-05-14 13:00:00,81.71,103231,France,-163.42
C600326,10044,BAGS ITEM 44,-13,2024-05-14 13:00:00,81.71,103231,France,-1062.23
C519104,10005,BAGS ITEM 5,-8,2024-05-14 15:00:00,13.74,100608,United Kingdom,-109.92
C636124,10022,STATIONERY ITEM 22,-14,2024-05-14 16:00:00,52.19,104342,Australia,-730.66
C636124,10055,LIGHTING ITEM 55,-1,2024-05-14 16:00:00,40.68,104342,Australia,-40.68
C636124,10024,GIFTS ITEM 24,-13,2024-05-14 16:00:00,80.63,104342,Australia,-1048.19
C510546,10046,HOME DECOR ITEM 46,-10,2024-05-15 08:00:00,57.74,100338,France,-577.4
C577037,10009,STATIONERY ITEM 9,-6,2024-05-15 08:00:00,15.49,102467,Germany,-92.94
C510546,10091,GIFTS ITEM 91,-3,2024-05-15 08:00:00,52.33,100338,France,-156.99
C510546,10044,BAGS ITEM 44,-1,2024-05-15 08:00:00,81.71,100338,France,-81.71
C510546,10005,BAGS ITEM 5,-14,2024-05-15 08:00:00,13.74,100338,France,-192.36
C510546,10083,LIGHTING ITEM 83,-11,2024-05-15 08:00:00,53.72,100338,France,-590.92
C639339,10076,SEASONAL ITEM 76,-5,2024-05-15 09:00:00,56.44,104453,United Kingdom,-282.2
C639339,10018,HOME DECOR ITEM 18,-14,2024-05-15 09:00:00,66.59,104453,United Kingdom,-932.26
C639339,10113,BAGS ITEM 113,-11,2024-05-15 09:00:00,18.59,104453,United Kingdom,-204.49
C504956,10032,SEASONAL ITEM 32,-10,2024-05-15 10:00:00,28.31,100155,United Kingdom,-283.09999999999997
C504956,10098,SEASONAL ITEM 98,-14,2024-05-15 10:00:00,22.32,100155,United Kingdom,-312.48
C504956,10019,TOYS ITEM 19,-1,2024-05-15 10:00:00,13.85,100155,United Kingdom,-13.85
C504956,10098,SEASONAL ITEM 98,-13,2024-05-15 10:00:00,22.32,100155,United Kingdom,-290.16
C539963,10084,KITCHENWARE ITEM 84,-12,2024-05-15 11:00:00,25.51,101279,United Kingdom,-306.12
C539963,10048,TOYS ITEM 48,-9,2024-05-15 11:00:00,39.27,101279,United Kingdom,-353.43
C539963,10002,GIFTS ITEM 2,-6,2024-05-15 11:00:00,76.0,101279,United Kingdom,-456.0
C552461,10057,GIFTS ITEM 57,-12,2024-05-15 13:00:00,9.82,101681,Netherlands,-117.84
C544194,10080,SEASONAL ITEM 80,-11,2024-05-15 13:00:00,42.73,101419,Ireland,-470.03
C544194,10024,GIFTS ITEM 24,-12,2024-05-15 13:00:00,80.63,101419,Ireland,-967.56
C544194,10073,STATIONERY ITEM 73,-9,2024-05-15 13:00:00,19.32,101419,Ireland,-173.88
C544194,10041,KITCHENWARE ITEM 41,-1,2024-05-15 13:00:00,43.3,101419,Ireland,-43.3
C508292,10035,BAGS ITEM 35,-6,2024-05-15 15:00:00,55.33,100269,United Kingdom,-331.98
C508292,10048,TOYS ITEM 48,-11,2024-05-15 15:00:00,39.27,100269,United Kingdom,-431.97
C508292,10028,TOYS ITEM 28,-14,2024-05-15 15:00:00,46.04,100269,United Kingdom,-644.56
C508292,10077,BAGS ITEM 77,-3,2024-05-15 15:00:00,53.81,100269,United Kingdom,-161.43
C596600,10085,SEASONAL ITEM 85,-11,2024-05-15 17:00:00,53.14,103104,Spain,-584.54
C596600,10079,KITCHENWARE ITEM 79,-5,2024-05-15 17:00:00,64.98,103104,Spain,-324.90000000000003
C596600,10030,SEASONAL ITEM 30,-10,2024-05-15 17:00:00,3.75,103104,Spain,-37.5
C500872,10090,HOME DECOR ITEM 90,-11,2024-05-15 18:00:00,24.5,100029,Spain,-269.5
C500872,10061,TOYS ITEM 61,-2,2024-05-15 18:00:00,43.8,100029,Spain,-87.6
C500872,10052,LIGHTING ITEM 52,-9,2024-05-15 18:00:00,17.95,100029,Spain,-161.54999999999998
C500872,10035,BAGS ITEM 35,-13,2024-05-15 18:00:00,55.33,100029,Spain,-719.29
C500872,10057,GIFTS ITEM 57,-10,2024-05-15 18:00:00,9.82,100029,Spain,-98.2
C534927,10020,BAGS ITEM 20,-8,2024-05-16 08:00:00,21.71,101122,United Kingdom,-173.68
C534927,10034,BAGS ITEM 34,-8,2024-05-16 08:00:00,35.13,101122,United Kingdom,-281.04
C534581,10092,TOYS ITEM 92,-13,2024-05-16 10:00:00,55.51,101111,France,-721.63
C534581,10106,GIFTS ITEM 106,-6,2024-05-16 10:00:00,42.04,101111,France,-252.24
C579640,10104,HOME DECOR ITEM 104,-14,2024-05-16 10:00:00,63.01,102564,Germany,-882.14
C579640,10018,HOME DECOR ITEM 18,-9,2024-05-16 10:00:00,66.59,102564,Germany,-599.3100000000001
C579640,10013,HOME DECOR ITEM 13,-1,2024-05-16 10:00:00,61.42,102564,Germany,-61.42
C579640,10104,HOME DECOR ITEM 104,-8,2024-05-16 10:00:00,63.01,102564,Germany,-504.08
C564036,10045,SEASONAL ITEM 45,-9,2024-05-16 12:00:00,20.64,102054,Ireland,-185.76
C564036,10059,SEASONAL ITEM 59,-9,2024-05-16 12:00:00,95.03,102054,Ireland,-855.27
C577539,10025,STATIONERY ITEM 25,-12,2024-05-16 13:00:00,35.34,102489,Ireland,-424.08000000000004
C531633,10104,HOME DECOR ITEM 104,-7,2024-05-16 13:00:00,63.01,101018,Portugal,-441.07
C531633,10116,SEASONAL ITEM 116,-2,2024-05-16 13:00:00,88.87,101018,Portugal,-177.74
C531633,10010,STATIONERY ITEM 10,-9,2024-05-16 13:00:00,43.75,101018,Portugal,-393.75
C531633,10062,TOYS ITEM 62,-4,2024-05-16 13:00:00,66.06,101018,Portugal,-264.24
C506561,10045,SEASONAL ITEM 45,-11,2024-05-16 16:00:00,20.64,100211,United Kingdom,-227.04000000000002
C506561,10107,TOYS ITEM 107,-5,2024-05-16 16:00:00,58.69,100211,United Kingdom,-293.45
C506561,10035,BAGS ITEM 35,-3,2024-05-16 16:00:00,55.33,100211,United Kingdom,-165.99
C546912,10032,SEASONAL ITEM 32,-7,2024-05-16 17:00:00,28.31,101502,United Kingdom,-198.17
C546912,10087,BAGS ITEM 87,-5,2024-05-16 17:00:00,30.72,101502,United Kingdom,-153.6
C546912,10040,TOYS ITEM 40,-3,2024-05-16 17:00:00,108.38,101502,United Kingdom,-325.14
C536309,10118,TOYS ITEM 118,-4,2024-05-16 18:00:00,76.88,101161,United Kingdom,-307.52
C536309,10026,LIGHTING ITEM 26,-13,2024-05-16 18:00:00,61.25,101161,United Kingdom,-796.25
C536309,10035,BAGS ITEM 35,-14,2024-05-16 18:00:00,55.33,101161,United Kingdom,-774.62
C645289,10114,TOYS ITEM 114,-14,2024-05-17 10:00:00,7.43,104627,Germany,-104.02
C645289,10051,SEASONAL ITEM 51,-4,2024-05-17 10:00:00,92.03,104627,Germany,-368.12
C645289,10054,BAGS ITEM 54,-6,2024-05-17 10:00:00,1.1,104627,Germany,-6.6000000000000005
C645289,10021,STATIONERY ITEM 21,-11,2024-05-17 10:00:00,0.0,104627,Germany,-0.0
C645289,10107,TOYS ITEM 107,-14,2024-05-17 10:00:00,58.69,104627,Germany,-821.66
C586354,10051,SEASONAL ITEM 51,-8,2024-05-17 10:00:00,92.03,102758,United Kingdom,-736.24
C566817,10119,SEASONAL ITEM 119,-5,2024-05-17 11:00:00,9.8,102137,United Kingdom,-49.0
C566817,10107,TOYS ITEM 107,-10,2024-05-17 11:00:00,58.69,102137,United Kingdom,-586.9
C600328,10035,BAGS ITEM 35,-8,2024-05-17 18:00:00,55.33,103231,France,-442.64
C600328,10089,GIFTS ITEM 89,-5,2024-05-17 18:00:00,103.36,103231,France,-516.8
C600328,10077,BAGS ITEM 77,-2,2024-05-17 18:00:00,53.81,103231,France,-107.62
C600328,10103,SEASONAL ITEM 103,-13,2024-05-17 18:00:00,10.78,103231,France,-140.14
C503320,10059,SEASONAL ITEM 59,-11,2024-05-18 12:00:00,95.03,100096,Germany,-1045.33
C503320,10116,SEASONAL ITEM 116,-6,2024-05-18 12:00:00,88.87,100096,Germany,-533.22
C503320,10036,GIFTS ITEM 36,-7,2024-05-18 12:00:00,4.15,100096,Germany,-29.050000000000004
C518226,10101,STATIONERY ITEM 101,-1,2024-05-18 14:00:00,70.76,100584,United Kingdom,-70.76
C518226,10004,SEASONAL ITEM 4,-10,2024-05-18 14:00:00,51.1,100584,United Kingdom,-511.0
C518226,10075,HOME DECOR ITEM 75,-2,2024-05-18 14:00:00,37.52,100584,United Kingdom,-75.04
C518226,10017,BAGS ITEM 17,-11,2024-05-18 14:00:00,66.17,100584,United Kingdom,-727.87
C596303,10068,LIGHTING ITEM 68,-12,2024-05-18 18:00:00,20.58,103093,France,-246.95999999999998
C596303,10105,HOME DECOR ITEM 105,-1,2024-05-18 18:00:00,31.56,103093,France,-31.56
C573328,10038,STATIONERY ITEM 38,-1,2024-05-19 11:00:00,2.58,102355,United Kingdom,-2.58
C575339,10061,TOYS ITEM 61,-8,2024-05-19 12:00:00,43.8,102409,Ireland,-350.4
C575339,10057,GIFTS ITEM 57,-5,2024-05-19 12:00:00,9.82,102409,Ireland,-49.1
C575339,10092,TOYS ITEM 92,-5,2024-05-19 12:00:00,55.51,102409,Ireland,-277.55
C575339,10004,SEASONAL ITEM 4,-12,2024-05-19 12:00:00,51.1,102409,Ireland,-613.2
C632575,10109,STATIONERY ITEM 109,-6,2024-05-19 13:00:00,108.65,104249,Netherlands,-651.9000000000001
C632575,10090,HOME DECOR ITEM 90,-4,2024-05-19 13:00:00,24.5,104249,Netherlands,-98.0
C548326,10058,TOYS ITEM 58,-13,2024-05-19 19:00:00,38.5,101544,Australia,-500.5
C548326,10108,SEASONAL ITEM 108,-8,2024-05-19 19:00:00,32.43,101544,Australia,-259.44
C568264,10021,STATIONERY ITEM 21,-5,2024-05-19 19:00:00,89.85,102181,France,-449.25
C577346,10001,GIFTS ITEM 1,-5,2024-05-20 09:00:00,68.45,102480,Spain,-342.25
C570615,10115,TOYS ITEM 115,-13,2024-05-20 10:00:00,50.16,102263,United Kingdom,-652.0799999999999
C570615,10118,TOYS ITEM 118,-7,2024-05-20 10:00:00,76.88,102263,United Kingdom,-538.16
C570615,10059,SEASONAL ITEM 59,-12,2024-05-20 10:00:00,95.03,102263,United Kingdom,-1140.3600000000001
C610595,10047,HOME DECOR ITEM 47,-9,2024-05-20 12:00:00,65.32,103544,United Kingdom,-587.8799999999999
C610595,10067,KITCHENWARE ITEM 67,-10,2024-05-20 12:00:00,36.0,103544,United Kingdom,-360.0
C610595,10087,BAGS ITEM 87,-9,2024-05-20 12:00:00,30.72,103544,United Kingdom,-276.48
C610595,10099,BAGS ITEM 99,-2,2024-05-20 12:00:00,6.76,103544,United Kingdom,-13.52
C610595,10062,TOYS ITEM 62,-3,2024-05-20 12:00:00,66.06,103544,United Kingdom,-198.18
C536163,10026,LIGHTING ITEM 26,-3,2024-05-20 18:00:00,61.25,101158,United Kingdom,-183.75
C536163,10085,SEASONAL ITEM 85,-11,2024-05-20 18:00:00,53.14,101158,United Kingdom,-584.54
C536163,10016,KITCHENWARE ITEM 16,-10,2024-05-20 18:00:00,50.53,101158,United Kingdom,-505.3
C536163,10093,HOME DECOR ITEM 93,-9,2024-05-20 18:00:00,80.77,101158,United Kingdom,-726.93
C521685,10006,BAGS ITEM 6,-10,2024-05-21 11:00:00,22.16,100702,Portugal,-221.6
C521685,10117,LIGHTING ITEM 117,-11,2024-05-21 11:00:00,89.37,100702,Portugal,-983.07
C521685,10093,HOME DECOR ITEM 93,-6,2024-05-21 11:00:00,80.77,100702,Portugal,-484.62
C572561,10008,HOME DECOR ITEM 8,-14,2024-05-21 12:00:00,66.99,102331,United Kingdom,-937.8599999999999
C549697,10059,SEASONAL ITEM 59,-13,2024-05-21 12:00:00,95.03,101591,United Kingdom,-1235.39
C572561,10075,HOME DECOR ITEM 75,-14,2024-05-21 12:00:00,37.52,102331,United Kingdom,-525.2800000000001
C549697,10013,HOME DECOR ITEM 13,-9,2024-05-21 12:00:00,0.0,101591,United Kingdom,-0.0
C549697,10076,SEASONAL ITEM 76,-9,2024-05-21 12:00:00,56.44,101591,United Kingdom,-507.96
C549697,10092,TOYS ITEM 92,-3,2024-05-21 12:00:00,55.51,101591,United Kingdom,-166.53
C549697,10029,SEASONAL ITEM 29,-3,2024-05-21 12:00:00,13.81,101591,United Kingdom,-41.43
C572561,10117,LIGHTING ITEM 117,-13,2024-05-21 12:00:00,89.37,102331,United Kingdom,-1161.81
C524081,10082,LIGHTING ITEM 82,-14,2024-05-21 14:00:00,26.42,100787,Germany,-369.88
C524081,10095,SEASONAL ITEM 95,-5,2024-05-21 14:00:00,97.53,100787,Germany,-487.65
C536824,10049,HOME DECOR ITEM 49,-9,2024-05-21 17:00:00,55.99,101180,United Kingdom,-503.91
C561245,10005,BAGS ITEM 5,-3,2024-05-21 18:00:00,13.74,101964,Australia,-41.22
C561245,10018,HOME DECOR ITEM 18,-6,2024-05-21 18:00:00,66.59,101964,Australia,-399.54
C561245,10088,GIFTS ITEM 88,-9,2024-05-21 18:00:00,38.28,101964,Australia,-344.52
C561245,10096,GIFTS ITEM 96,-2,2024-05-21 18:00:00,19.98,101964,Australia,-39.96
C598025,10025,STATIONERY ITEM 25,-1,2024-05-21 19:00:00,35.34,103141,Australia,-35.34
C598025,10030,SEASONAL ITEM 30,-1,2024-05-21 19:00:00,3.75,103141,Australia,-3.75
C514645,10050,KITCHENWARE ITEM 50,-9,2024-05-21 19:00:00,57.04,100466,United Kingdom,-513.36
C514645,10068,LIGHTING ITEM 68,-9,2024-05-21 19:00:00,20.58,100466,United Kingdom,-185.21999999999997
C514645,10034,BAGS ITEM 34,-9,2024-05-21 19:00:00,35.13,100466,United Kingdom,-316.17
C598025,10048,TOYS ITEM 48,-9,2024-05-21 19:00:00,39.27,103141,Australia,-353.43
C555896,10032,SEASONAL ITEM 32,-10,2024-05-22 08:00:00,28.31,101791,Spain,-283.09999999999997
C555896,10069,GIFTS ITEM 69,-8,2024-05-22 08:00:00,27.5,101791,Spain,-220.0
C555896,10100,GIFTS ITEM 100,-10,2024-05-22 08:00:00,21.8,101791,Spain,-218.0
C555896,10113,BAGS ITEM 113,-8,2024-05-22 08:00:00,18.59,101791,Spain,-148.72
C604593,10074,TOYS ITEM 74,-11,2024-05-22 09:00:00,70.91,103367,Portugal,-780.01
C604593,10102,GIFTS ITEM 102,-6,2024-05-22 09:00:00,47.47,103367,Portugal,-284.82
C604593,10079,KITCHENWARE ITEM 79,-7,2024-05-22 09:00:00,64.98,103367,Portugal,-454.86
C604593,10040,TOYS ITEM 40,-8,2024-05-22 09:00:00,108.38,103367,Portugal,-867.04
C604593,10070,LIGHTING ITEM 70,-7,2024-05-22 09:00:00,73.32,103367,Portugal,-513.24
C623135,10002,GIFTS ITEM 2,-8,2024-05-22 11:00:00,76.0,103935,France,-608.0
C623135,10049,HOME DECOR ITEM 49,-13,2024-05-22 11:00:00,55.99,103935,France,-727.87
C623135,10070,LIGHTING ITEM 70,-7,2024-05-22 11:00:00,73.32,103935,France,-513.24
C623135,10107,TOYS ITEM 107,-10,2024-05-22 11:00:00,58.69,103935,France,-586.9
C623135,10110,KITCHENWARE ITEM 110,-14,2024-05-22 11:00:00,28.61,103935,France,-400.53999999999996
C558426,10087,BAGS ITEM 87,-10,2024-05-22 13:00:00,30.72,101871,United Kingdom,-307.2
C558426,10115,TOYS ITEM 115,-1,2024-05-22 13:00:00,50.16,101871,United Kingdom,-50.16
C558426,10063,KITCHENWARE ITEM 63,-10,2024-05-22 13:00:00,50.18,101871,United Kingdom,-501.8
C558426,10039,LIGHTING ITEM 39,-14,2024-05-22 13:00:00,13.93,101871,United Kingdom,-195.01999999999998
C558426,10107,TOYS ITEM 107,-7,2024-05-22 13:00:00,58.69,101871,United Kingdom,-410.83
C515697,10031,SEASONAL ITEM 31,-7,2024-05-22 19:00:00,64.62,100501,Germany,-452.34000000000003
C627808,10110,KITCHENWARE ITEM 110,-7,2024-05-22 19:00:00,28.61,104104,United Kingdom,-200.26999999999998
C605686,10051,SEASONAL ITEM 51,-12,2024-05-23 08:00:00,92.03,103398,United Kingdom,-1104.3600000000001
C605686,10118,TOYS ITEM 118,-7,2024-05-23 08:00:00,76.88,103398,United Kingdom,-538.16
C605686,10024,GIFTS ITEM 24,-2,2024-05-23 08:00:00,80.63,103398,United Kingdom,-161.26
C605686,10034,BAGS ITEM 34,-11,2024-05-23 08:00:00,35.13,103398,United Kingdom,-386.43
C602622,10078,GIFTS ITEM 78,-5,2024-05-23 13:00:00,48.18,103297,United Kingdom,-240.9
C602622,10027,TOYS ITEM 27,-9,2024-05-23 13:00:00,45.04,103297,United Kingdom,-405.36
C602622,10079,KITCHENWARE ITEM 79,-3,2024-05-23 13:00:00,64.98,103297,United Kingdom,-194.94
C602622,10091,GIFTS ITEM 91,-3,2024-05-23 13:00:00,52.33,103297,United Kingdom,-156.99
C602622,10051,SEASONAL ITEM 51,-4,2024-05-23 13:00:00,92.03,103297,United Kingdom,-368.12
C638311,10062,TOYS ITEM 62,-14,2024-05-23 15:00:00,66.06,104413,United Kingdom,-924.84
C638311,10063,KITCHENWARE ITEM 63,-5,2024-05-23 15:00:00,50.18,104413,United Kingdom,-250.9
C553177,10086,LIGHTING ITEM 86,-14,2024-05-23 15:00:00,9.12,101707,Spain,-127.67999999999999
C553177,10044,BAGS ITEM 44,-11,2024-05-23 15:00:00,81.71,101707,Spain,-898.81
C553177,10075,HOME DECOR ITEM 75,-12,2024-05-23 15:00:00,37.52,101707,Spain,-450.24
C585874,10114,TOYS ITEM 114,-1,2024-05-23 15:00:00,7.43,102744,United Kingdom,-7.43
C585874,10012,LIGHTING ITEM 12,-2,2024-05-23 15:00:00,47.86,102744,United Kingdom,-95.72
C585874,10108,SEASONAL ITEM 108,-2,2024-05-23 15:00:00,32.43,102744,United Kingdom,-64.86
C535447,10086,LIGHTING ITEM 86,-3,2024-05-23 17:00:00,9.12,101138,United Kingdom,-27.36
C646981,10069,GIFTS ITEM 69,-9,2024-05-23 18:00:00,27.5,104672,United Kingdom,-247.5
C646981,10035,BAGS ITEM 35,-8,2024-05-23 18:00:00,55.33,104672,United Kingdom,-442.64
C595267,10095,SEASONAL ITEM 95,-11,2024-05-24 09:00:00,97.53,103059,United Kingdom,-1072.83
C627897,10109,STATIONERY ITEM 109,-12,2024-05-24 14:00:00,108.65,104107,Ireland,-1303.8000000000002
C627897,10076,SEASONAL ITEM 76,-5,2024-05-24 14:00:00,56.44,104107,Ireland,-282.2
C627897,10022,STATIONERY ITEM 22,-7,2024-05-24 14:00:00,52.19,104107,Ireland,-365.33
C627897,10054,BAGS ITEM 54,-4,2024-05-24 14:00:00,1.1,104107,Ireland,-4.4
C552465,10050,KITCHENWARE ITEM 50,-7,2024-05-24 17:00:00,57.04,101681,Netherlands,-399.28
C556166,10099,BAGS ITEM 99,-6,2024-05-24 19:00:00,6.76,101799,United Kingdom,-40.56
C556166,10058,TOYS ITEM 58,-5,2024-05-24 19:00:00,38.5,101799,United Kingdom,-192.5
C556166,10005,BAGS ITEM 5,-4,2024-05-24 19:00:00,13.74,101799,United Kingdom,-54.96
C556166,10029,SEASONAL ITEM 29,-14,2024-05-24 19:00:00,13.81,101799,United Kingdom,-193.34
C646921,10076,SEASONAL ITEM 76,-12,2024-05-25 08:00:00,56.44,104671,United Kingdom,-677.28
C646921,10035,BAGS ITEM 35,-2,2024-05-25 08:00:00,55.33,104671,United Kingdom,-110.66
C646921,10099,BAGS ITEM 99,-7,2024-05-25 08:00:00,6.76,104671,United Kingdom,-47.32
C646921,10055,LIGHTING ITEM 55,-7,2024-05-25 08:00:00,40.68,104671,United Kingdom,-284.76
C646921,10103,SEASONAL ITEM 103,-9,2024-05-25 08:00:00,10.78,104671,United Kingdom,-97.02
C599480,10068,LIGHTING ITEM 68,-7,2024-05-26 08:00:00,20.58,103198,Netherlands,-144.06
C599480,10073,STATIONERY ITEM 73,-4,2024-05-26 08:00:00,19.32,103198,Netherlands,-77.28
C599480,10075,HOME DECOR ITEM 75,-3,2024-05-26 08:00:00,37.52,103198,Netherlands,-112.56
C608269,10057,GIFTS ITEM 57,-14,2024-05-26 09:00:00,9.82,103480,United Kingdom,-137.48000000000002
C608269,10003,LIGHTING ITEM 3,-9,2024-05-26 09:00:00,14.14,103480,United Kingdom,-127.26
C608269,10052,LIGHTING ITEM 52,-11,2024-05-26 09:00:00,17.95,103480,United Kingdom,-197.45
C523958,10092,TOYS ITEM 92,-1,2024-05-26 13:00:00,55.51,100784,United Kingdom,-55.51
C523958,10088,GIFTS ITEM 88,-13,2024-05-26 13:00:00,38.28,100784,United Kingdom,-497.64
C569269,10023,STATIONERY ITEM 23,-12,2024-05-26 18:00:00,12.4,102216,United Kingdom,-148.8
C569269,10023,STATIONERY ITEM 23,-5,2024-05-26 18:00:00,12.4,102216,United Kingdom,-62.0
C569269,10106,GIFTS ITEM 106,-9,2024-05-26 18:00:00,42.04,102216,United Kingdom,-378.36
C569269,10015,BAGS ITEM 15,-1,2024-05-26 18:00:00,83.09,102216,United Kingdom,-83.09
C569269,10006,BAGS ITEM 6,-8,2024-05-26 18:00:00,22.16,102216,United Kingdom,-177.28
C629951,10097,SEASONAL ITEM 97,-13,2024-05-27 08:00:00,41.17,104171,United Kingdom,-535.21
C629951,10043,KITCHENWARE ITEM 43,-14,2024-05-27 08:00:00,50.56,104171,United Kingdom,-707.84
C629951,10005,BAGS ITEM 5,-7,2024-05-27 08:00:00,13.74,104171,United Kingdom,-96.18
C629951,10004,SEASONAL ITEM 4,-12,2024-05-27 08:00:00,51.1,104171,United Kingdom,-613.2
C629951,10101,STATIONERY ITEM 101,-9,2024-05-27 08:00:00,70.76,104171,United Kingdom,-636.84
C569400,10091,GIFTS ITEM 91,-6,2024-05-27 09:00:00,52.33,102219,United Kingdom,-313.98
C569400,10049,HOME DECOR ITEM 49,-12,2024-05-27 09:00:00,55.99,102219,United Kingdom,-671.88
C631672,10012,LIGHTING ITEM 12,-4,2024-05-27 11:00:00,47.86,104221,Netherlands,-191.44
C631672,10100,GIFTS ITEM 100,-3,2024-05-27 11:00:00,21.8,104221,Netherlands,-65.4
C631672,10065,HOME DECOR ITEM 65,-5,2024-05-27 11:00:00,18.38,104221,Netherlands,-91.89999999999999
